CustomerID,TotalRevenueByCustomer_x,AveragePurchaseValue_x,AveragePurchaseFrequency_x,CustomerLifespanDays_x,TotalPurchases,TotalRevenueByCustomer_y,AveragePurchaseValue_y,AveragePurchaseFrequency_y,CustomerLifespanDays_y,CLTV
15171,127.5,127.5,1,0,50,127.5,127.5,1,0,0.0
15172,356.38,14.26,5,228,447,356.38,14.26,5,228,16256.4
15174,31.5,15.75,1,0,22,31.5,15.75,1,0,0.0
15175,6.96,6.96,1,0,24,6.96,6.96,1,0,0.0
15178,8.5,8.5,1,0,10,8.5,8.5,1,0,0.0
15179,433.91,19.72,3,301,608,433.91,19.72,3,301,17807.16
15180,10.2,10.2,1,0,12,10.2,10.2,1,0,0.0
15181,33.72,11.24,1,0,60,33.72,11.24,1,0,0.0
15182,136.43,22.74,2,114,53,136.43,22.74,2,114,5184.72
15184,101.67,7.26,2,161,59,101.67,7.26,2,161,2337.72
15185,41.88,13.96,1,0,132,41.88,13.96,1,0,0.0
15186,91.75,22.94,2,154,41,91.75,22.94,2,154,7065.52
15187,1937.52,96.88,12,211,406,1937.52,96.88,12,211,245300.16
15189,2487.06,57.84,30,296,1182,2487.06,57.84,30,296,513619.2
15192,282.31,18.82,3,246,285,282.31,18.82,3,246,13889.16
15193,43.7,21.85,1,0,6,43.7,21.85,1,0,0.0
15194,1263.99,17.8,18,365,1039,1263.99,17.8,18,365,116946.0
15197,513.9,73.41,3,348,104,513.9,73.41,3,348,76640.04
15198,66.0,33.0,2,32,24,66.0,33.0,2,32,2112.0
15199,428.45,85.69,4,249,141,428.45,85.69,4,249,85347.24
15201,177.57,11.84,6,160,230,177.57,11.84,6,160,11366.4
15203,379.2,13.54,6,286,379,379.2,13.54,6,286,23234.64
15204,87.12,43.56,1,0,120,87.12,43.56,1,0,0.0
15205,232.8,23.28,2,42,88,232.8,23.28,2,42,1955.52
15206,78.9,39.45,2,176,30,78.9,39.45,2,176,13886.4
15208,94.62,15.77,3,104,36,94.62,15.77,3,104,4920.24
15210,75.18,18.8,1,0,46,75.18,18.8,1,0,0.0
15211,326.0,18.11,2,305,90,326.0,18.11,2,305,11047.1
15212,26.95,8.98,2,2,1,26.95,8.98,2,2,35.92
15213,93.0,13.29,1,0,82,93.0,13.29,1,0,0.0
15214,194.98,15.0,6,241,122,194.98,15.0,6,241,21690.0
15215,144.69,16.08,3,271,39,144.69,16.08,3,271,13073.04
15216,63.6,63.6,1,0,8,63.6,63.6,1,0,0.0
15218,1578.35,50.91,10,308,905,1578.35,50.91,10,308,156802.8
15219,12.75,12.75,1,0,1,12.75,12.75,1,0,0.0
15220,319.56,12.78,6,229,383,319.56,12.78,6,229,17559.72
15221,-5.9,-5.9,1,0,-2,-5.9,-5.9,1,0,-0.0
15222,58.0,58.0,1,0,40,58.0,58.0,1,0,0.0
15223,10.25,1.46,3,24,7,10.25,1.46,3,24,105.12
15224,77.95,19.49,3,4,9,77.95,19.49,3,4,233.88
15225,86.4,17.28,1,0,56,86.4,17.28,1,0,0.0
15226,52.86,17.62,1,0,42,52.86,17.62,1,0,0.0
15227,268.58,20.66,5,281,114,268.58,20.66,5,281,29027.3
15228,454.28,20.65,4,228,218,454.28,20.65,4,228,18832.8
15230,42.3,14.1,1,0,41,42.3,14.1,1,0,0.0
15232,108.12,18.02,2,27,156,108.12,18.02,2,27,973.08
15234,16.92,8.46,1,0,36,16.92,8.46,1,0,0.0
15235,355.02,16.14,10,156,159,355.02,16.14,10,156,25178.4
15236,31.5,10.5,1,0,75,31.5,10.5,1,0,0.0
15237,267.71,14.87,3,226,189,267.71,14.87,3,226,10081.86
15238,550.55,34.41,4,155,189,550.55,34.41,4,155,21334.2
15239,91.3,10.14,3,68,84,91.3,10.14,3,68,2068.56
15240,257.3,21.44,7,327,197,257.3,21.44,7,327,49076.16
15241,511.74,20.47,7,217,452,511.74,20.47,7,217,31093.93
15243,83.25,13.88,1,0,41,83.25,13.88,1,0,0.0
15244,46.6,15.53,2,183,28,46.6,15.53,2,183,5683.98
15245,496.38,33.09,3,127,368,496.38,33.09,3,127,12607.29
15246,88.2,14.7,2,120,40,88.2,14.7,2,120,3528.0
15247,34.8,34.8,1,0,24,34.8,34.8,1,0,0.0
15249,1525.11,17.53,14,225,821,1525.11,17.53,14,225,55219.5
15251,2355.74,98.16,8,201,1020,2355.74,98.16,8,201,157841.28
15252,98.06,12.26,2,147,93,98.06,12.26,2,147,3604.44
15253,232.43,17.88,3,153,184,232.43,17.88,3,153,8206.92
15254,73.08,18.27,1,0,87,73.08,18.27,1,0,0.0
15255,135.99,17.0,1,0,107,135.99,17.0,1,0,0.0
15256,16.8,8.4,1,0,16,16.8,8.4,1,0,0.0
15257,92.05,30.68,1,0,7,92.05,30.68,1,0,0.0
15258,31.2,15.6,2,49,8,31.2,15.6,2,49,1528.8
15260,357.6,22.35,6,272,178,357.6,22.35,6,272,36475.2
15261,39.52,9.88,1,0,64,39.52,9.88,1,0,0.0
15262,34.8,17.4,1,0,24,34.8,17.4,1,0,0.0
15263,44.2,14.73,1,0,18,44.2,14.73,1,0,0.0
15264,15.08,7.54,1,0,28,15.08,7.54,1,0,0.0
15265,428.33,21.42,2,84,161,428.33,21.42,2,84,3598.56
15266,17.85,17.85,1,0,3,17.85,17.85,1,0,0.0
15267,249.6,83.2,3,36,192,249.6,83.2,3,36,8985.6
15269,290.0,290.0,1,0,2,290.0,290.0,1,0,0.0
15270,140.8,46.93,3,193,48,140.8,46.93,3,193,27172.47
15271,545.69,9.74,14,358,269,545.69,9.74,14,358,48816.88
15272,147.65,12.3,2,29,43,147.65,12.3,2,29,713.4
15274,84.3,16.86,2,14,174,84.3,16.86,2,14,472.08
15275,131.47,14.61,1,0,91,131.47,14.61,1,0,0.0
15276,19.4,2.43,1,0,8,19.4,2.43,1,0,0.0
15277,104.4,34.8,1,0,40,104.4,34.8,1,0,0.0
15279,36.15,9.04,2,11,4,36.15,9.04,2,11,198.88
15280,44.46,11.12,1,0,72,44.46,11.12,1,0,0.0
15281,330.32,12.23,10,275,260,330.32,12.23,10,275,33632.5
15287,139.89,27.98,2,48,81,139.89,27.98,2,48,2686.08
15288,440.56,29.37,5,322,166,440.56,29.37,5,322,47285.7
15289,223.2,18.6,3,220,276,223.2,18.6,3,220,12276.0
15290,1636.19,38.05,17,355,989,1636.19,38.05,17,355,229631.75
15291,1348.13,44.94,13,348,556,1348.13,44.94,13,348,203308.56
15292,45.34,7.56,1,0,24,45.34,7.56,1,0,0.0
15296,678.5,16.15,8,276,306,678.5,16.15,8,276,35659.2
15297,205.8,17.15,3,53,106,205.8,17.15,3,53,2726.85
15298,898.38,22.46,10,364,600,898.38,22.46,10,364,81754.4
15299,531.89,177.3,3,62,475,531.89,177.3,3,62,32977.8
15300,63.0,15.75,1,0,60,63.0,15.75,1,0,0.0
15301,1372.75,31.2,11,318,594,1372.75,31.2,11,318,109137.6
15303,122.83,15.35,1,0,61,122.83,15.35,1,0,0.0
15304,48.4,12.1,3,204,8,48.4,12.1,3,204,7405.2
15306,242.86,18.68,3,84,166,242.86,18.68,3,84,4707.36
15307,32.7,16.35,1,0,6,32.7,16.35,1,0,0.0
15308,65.22,16.3,1,0,54,65.22,16.3,1,0,0.0
15311,10806.99,23.34,98,373,6675,10806.99,23.34,98,373,853170.36
15312,261.65,21.8,4,279,153,261.65,21.8,4,279,24328.8
15314,45.18,15.06,1,0,30,45.18,15.06,1,0,0.0
15315,46.08,15.36,1,0,96,46.08,15.36,1,0,0.0
15318,113.12,14.14,1,0,152,113.12,14.14,1,0,0.0
15319,43.5,14.5,1,0,49,43.5,14.5,1,0,0.0
15320,30.62,5.1,1,0,10,30.62,5.1,1,0,0.0
15321,564.38,28.22,4,242,224,564.38,28.22,4,242,27316.96
15322,136.06,15.12,2,21,74,136.06,15.12,2,21,635.04
15325,25.5,2.55,1,0,42,25.5,2.55,1,0,0.0
15326,52.05,6.51,1,0,99,52.05,6.51,1,0,0.0
15327,17.4,17.4,1,0,12,17.4,17.4,1,0,0.0
15329,268.1,19.15,3,132,139,268.1,19.15,3,132,7583.4
15330,177.84,59.28,2,28,456,177.84,59.28,2,28,3319.68
15332,245.1,40.85,2,0,110,245.1,40.85,2,0,0.0
15333,81.45,20.36,1,0,39,81.45,20.36,1,0,0.0
15334,118.59,4.24,3,17,83,118.59,4.24,3,17,216.24
15335,49.7,6.21,1,0,30,49.7,6.21,1,0,0.0
15339,110.08,6.48,2,252,67,110.08,6.48,2,252,3265.92
15341,269.0,134.5,1,0,124,269.0,134.5,1,0,0.0
15342,10.08,10.08,1,0,24,10.08,10.08,1,0,0.0
15343,66.4,16.6,1,0,16,66.4,16.6,1,0,0.0
15344,113.28,11.33,2,11,58,113.28,11.33,2,11,249.26
15345,74.4,14.88,2,10,12,74.4,14.88,2,10,297.6
15346,59.55,14.89,1,0,29,59.55,14.89,1,0,0.0
15347,17.7,17.7,1,0,6,17.7,17.7,1,0,0.0
15348,72.6,24.2,1,0,22,72.6,24.2,1,0,0.0
15349,73.65,6.7,2,29,31,73.65,6.7,2,29,388.6
15350,25.2,25.2,1,0,12,25.2,25.2,1,0,0.0
15351,441.79,9.02,8,357,152,441.79,9.02,8,357,25761.12
15353,94.6,10.51,2,113,38,94.6,10.51,2,113,2375.26
15355,48.8,12.2,2,24,10,48.8,12.2,2,24,585.6
15356,584.6,5.41,10,337,337,584.6,5.41,10,337,18231.7
15358,1629.97,14.68,24,361,1269,1629.97,14.68,24,361,127187.52
15360,136.5,34.12,1,0,78,136.5,34.12,1,0,0.0
15361,75.6,75.6,1,0,36,75.6,75.6,1,0,0.0
15363,82.5,27.5,1,0,42,82.5,27.5,1,0,0.0
15364,398.68,56.95,2,159,148,398.68,56.95,2,159,18110.1
15365,497.46,13.09,7,290,236,497.46,13.09,7,290,26572.7
15366,136.2,15.13,1,0,159,136.2,15.13,1,0,0.0
15367,186.15,18.62,3,218,137,186.15,18.62,3,218,12177.48
15368,295.74,147.87,1,0,158,295.74,147.87,1,0,0.0
15370,1009.51,38.83,6,292,183,1009.51,38.83,6,292,68030.16
15372,530.84,88.47,1,0,596,530.84,88.47,1,0,0.0
15373,422.71,12.81,9,363,91,422.71,12.81,9,363,41850.27
15374,51.0,51.0,1,0,6,51.0,51.0,1,0,0.0
15376,271.56,11.32,3,182,131,271.56,11.32,3,182,6180.72
15379,767.59,18.72,6,172,455,767.59,18.72,6,172,19319.04
15380,450.4,64.34,4,357,142,450.4,64.34,4,357,91877.52
15381,39.6,39.6,1,0,24,39.6,39.6,1,0,0.0
15382,1192.37,20.92,5,281,768,1192.37,20.92,5,281,29392.6
15384,126.8,15.85,3,203,83,126.8,15.85,3,203,9652.65
15385,183.12,61.04,1,0,72,183.12,61.04,1,0,0.0
15386,113.76,14.22,1,0,128,113.76,14.22,1,0,0.0
15388,12.6,12.6,1,0,6,12.6,12.6,1,0,0.0
15392,381.16,13.14,5,356,412,381.16,13.14,5,356,23389.2
15393,73.56,24.52,2,265,48,73.56,24.52,2,265,12995.6
15394,408.85,25.55,4,349,179,408.85,25.55,4,349,35667.8
15395,14.85,14.85,1,0,3,14.85,14.85,1,0,0.0
15396,21.8,10.9,1,0,4,21.8,10.9,1,0,0.0
15397,29.85,14.92,1,0,7,29.85,14.92,1,0,0.0
15398,323.82,17.04,3,62,184,323.82,17.04,3,62,3169.44
15399,181.76,16.52,3,78,140,181.76,16.52,3,78,3865.68
15400,95.2,95.2,1,0,16,95.2,95.2,1,0,0.0
15402,94.97,10.55,2,48,30,94.97,10.55,2,48,1012.8
15405,122.9,40.97,1,0,53,122.9,40.97,1,0,0.0
15406,36.45,3.31,4,283,20,36.45,3.31,4,283,3746.92
15407,517.9,12.33,4,272,159,517.9,12.33,4,272,13415.04
15408,48.0,9.6,1,0,8,48.0,9.6,1,0,0.0
15410,656.7,31.27,7,177,226,656.7,31.27,7,177,38743.53
15411,336.08,14.0,5,156,158,336.08,14.0,5,156,10920.0
15412,107.9,53.95,1,0,14,107.9,53.95,1,0,0.0
15414,174.35,19.37,3,233,71,174.35,19.37,3,233,13539.63
15415,148.4,14.84,1,0,128,148.4,14.84,1,0,0.0
15416,683.97,23.59,4,218,257,683.97,23.59,4,218,20570.48
15417,123.2,17.6,1,0,68,123.2,17.6,1,0,0.0
15419,32.7,16.35,1,0,18,32.7,16.35,1,0,0.0
15421,175.9,19.54,3,252,62,175.9,19.54,3,252,14772.24
15422,17.0,17.0,1,0,4,17.0,17.0,1,0,0.0
15424,11.7,11.7,1,0,6,11.7,11.7,1,0,0.0
15426,317.84,4.97,5,350,112,317.84,4.97,5,350,8697.5
15427,212.72,4.53,3,14,112,212.72,4.53,3,14,190.26
15428,22.5,22.5,1,0,6,22.5,22.5,1,0,0.0
15429,70.39,4.14,2,49,82,70.39,4.14,2,49,405.72
15432,48.45,24.22,1,0,15,48.45,24.22,1,0,0.0
15433,20.21,2.02,3,188,33,20.21,2.02,3,188,1139.28
15434,204.65,13.64,5,192,136,204.65,13.64,5,192,13094.4
15435,61.74,5.14,1,0,18,61.74,5.14,1,0,0.0
15436,148.68,2.92,3,222,105,148.68,2.92,3,222,1944.72
15437,39.18,3.92,1,0,20,39.18,3.92,1,0,0.0
15438,8.45,4.22,1,0,5,8.45,4.22,1,0,0.0
15440,62.74,4.83,3,154,22,62.74,4.83,3,154,2231.46
15443,603.79,8.16,8,319,303,603.79,8.16,8,319,20824.32
15444,238.76,6.63,2,31,147,238.76,6.63,2,31,411.06
15445,19.9,19.9,1,0,2,19.9,19.9,1,0,0.0
15447,33.32,16.66,1,0,20,33.32,16.66,1,0,0.0
15448,111.77,15.97,1,0,55,111.77,15.97,1,0,0.0
15449,144.41,13.13,4,235,101,144.41,13.13,4,235,12342.2
15450,48.0,12.0,1,0,34,48.0,12.0,1,0,0.0
15452,76.17,6.92,3,235,34,76.17,6.92,3,235,4878.6
15453,309.31,5.16,7,186,186,309.31,5.16,7,186,6718.32
15454,33.45,4.78,1,0,23,33.45,4.78,1,0,0.0
15456,87.35,5.82,3,76,88,87.35,5.82,3,76,1326.96
15457,36.88,4.1,1,0,22,36.88,4.1,1,0,0.0
15460,41.65,3.2,1,0,24,41.65,3.2,1,0,0.0
15462,15.0,15.0,1,0,4,15.0,15.0,1,0,0.0
15463,15.0,15.0,1,0,12,15.0,15.0,1,0,0.0
15464,163.57,5.84,1,0,62,163.57,5.84,1,0,0.0
15465,1104.24,50.19,14,350,184,1104.24,50.19,14,350,245931.0
15466,49.0,5.44,1,0,39,49.0,5.44,1,0,0.0
15467,37.65,4.71,3,143,33,37.65,4.71,3,143,2020.59
15468,152.98,19.12,2,0,56,152.98,19.12,2,0,0.0
15469,87.35,21.84,1,0,13,87.35,21.84,1,0,0.0
15471,53.01,4.08,1,0,34,53.01,4.08,1,0,0.0
15472,83.48,5.57,1,0,59,83.48,5.57,1,0,0.0
15473,102.0,34.0,3,0,40,102.0,34.0,3,0,0.0
15475,77.16,15.43,1,0,60,77.16,15.43,1,0,0.0
15478,327.68,40.96,2,16,129,327.68,40.96,2,16,1310.72
15480,222.7,17.13,1,0,87,222.7,17.13,1,0,0.0
15482,971.68,35.99,14,343,888,971.68,35.99,14,343,172823.98
15483,47.1,2.24,4,105,82,47.1,2.24,4,105,940.8
15484,624.93,17.86,4,77,441,624.93,17.86,4,77,5500.88
15485,457.85,22.89,3,343,202,457.85,22.89,3,343,23553.81
15489,285.0,20.36,4,189,153,285.0,20.36,4,189,15392.16
15491,489.18,19.57,5,135,294,489.18,19.57,5,135,13209.75
15492,62.98,12.6,1,0,52,62.98,12.6,1,0,0.0
15493,437.3,7.81,5,238,99,437.3,7.81,5,238,9293.9
15494,180.7,10.63,2,100,186,180.7,10.63,2,100,2126.0
15497,133.8,66.9,1,0,36,133.8,66.9,1,0,0.0
15498,2683.29,25.56,22,364,1109,2683.29,25.56,22,364,204684.48
15500,181.97,16.54,4,73,61,181.97,16.54,4,73,4829.68
15502,1731.3,39.35,9,354,1057,1731.3,39.35,9,354,125369.1
15503,27.45,1.72,1,0,16,27.45,1.72,1,0,0.0
15504,13.7,4.57,1,0,8,13.7,4.57,1,0,0.0
15505,652.32,43.49,5,103,334,652.32,43.49,5,103,22397.35
15506,196.3,4.79,3,116,174,196.3,4.79,3,116,1666.92
15507,134.82,13.48,1,0,42,134.82,13.48,1,0,0.0
15508,215.18,10.76,6,46,110,215.18,10.76,6,46,2969.76
15511,190.91,5.97,5,74,64,190.91,5.97,5,74,2208.9
15513,3518.84,52.52,16,299,1306,3518.84,52.52,16,299,251255.68
15514,408.29,8.33,9,352,154,408.29,8.33,9,352,26389.44
15516,5.95,5.95,1,0,1,5.95,5.95,1,0,0.0
15517,67.98,8.5,1,0,64,67.98,8.5,1,0,0.0
15518,350.75,8.35,7,268,282,350.75,8.35,7,268,15664.6
15520,45.48,22.74,1,0,24,45.48,22.74,1,0,0.0
15521,191.39,6.38,9,218,179,191.39,6.38,9,218,12517.56
15522,113.63,7.58,2,55,131,113.63,7.58,2,55,833.8
15523,28.3,14.15,1,0,5,28.3,14.15,1,0,0.0
15524,440.0,440.0,1,0,4,440.0,440.0,1,0,0.0
15525,93.19,3.33,4,371,58,93.19,3.33,4,371,4941.72
15527,600.43,19.37,7,336,243,600.43,19.37,7,336,45558.24
15528,114.62,19.1,1,0,78,114.62,19.1,1,0,0.0
15529,799.69,5.63,9,301,791,799.69,5.63,9,301,15251.67
15530,394.18,14.6,4,225,250,394.18,14.6,4,225,13140.0
15531,348.33,7.74,2,22,190,348.33,7.74,2,22,340.56
15532,365.08,5.79,5,333,122,365.08,5.79,5,333,9640.35
15533,109.0,9.91,4,70,22,109.0,9.91,4,70,2774.8
15535,81.6,6.8,3,154,22,81.6,6.8,3,154,3141.6
15537,19.7,3.28,1,0,6,19.7,3.28,1,0,0.0
15539,103.81,11.53,1,0,81,103.81,11.53,1,0,0.0
15540,49.37,12.34,1,0,29,49.37,12.34,1,0,0.0
15541,15.99,2.66,1,0,11,15.99,2.66,1,0,0.0
15543,17.7,4.42,1,0,6,17.7,4.42,1,0,0.0
15544,780.61,13.01,10,364,713,780.61,13.01,10,364,47356.4
15545,25.24,2.8,2,317,12,25.24,2.8,2,317,1775.2
15547,897.76,6.75,13,355,646,897.76,6.75,13,355,31151.25
15549,319.65,13.32,3,239,144,319.65,13.32,3,239,9550.44
15550,72.32,8.04,4,297,51,72.32,8.04,4,297,9551.52
15551,44.46,22.23,1,0,26,44.46,22.23,1,0,0.0
15552,21.64,7.21,1,0,16,21.64,7.21,1,0,0.0
15553,106.73,9.7,1,0,97,106.73,9.7,1,0,0.0
15554,15.0,15.0,1,0,4,15.0,15.0,1,0,0.0
15555,920.41,4.9,18,357,758,920.41,4.9,18,357,31487.4
15556,57.04,7.13,1,0,48,57.04,7.13,1,0,0.0
15557,40.44,20.22,1,0,12,40.44,20.22,1,0,0.0
15561,206.9,25.86,3,119,30,206.9,25.86,3,119,9232.02
15562,134.55,134.55,1,0,39,134.55,134.55,1,0,0.0
15563,293.35,14.67,3,336,308,293.35,14.67,3,336,14787.36
15565,34.2,17.1,2,20,8,34.2,17.1,2,20,684.0
15567,17.4,17.4,1,0,12,17.4,17.4,1,0,0.0
15568,40.34,8.07,3,71,28,40.34,8.07,3,71,1718.91
15569,154.95,25.82,3,201,85,154.95,25.82,3,201,15569.46
15570,791.65,12.77,11,359,439,791.65,12.77,11,359,50428.73
15571,88.92,7.41,3,54,26,88.92,7.41,3,54,1200.42
15572,427.16,9.93,7,274,195,427.16,9.93,7,274,19045.74
15573,107.0,7.13,2,54,57,107.0,7.13,2,54,770.04
15574,134.15,3.73,3,195,93,134.15,3.73,3,195,2182.05
15576,240.2,30.02,1,0,54,240.2,30.02,1,0,0.0
15577,95.09,11.89,3,154,25,95.09,11.89,3,154,5493.18
15578,39.6,39.6,1,0,8,39.6,39.6,1,0,0.0
15579,85.33,8.53,2,245,38,85.33,8.53,2,245,4179.7
15581,169.29,5.64,9,236,52,169.29,5.64,9,236,11979.36
15582,222.25,20.2,3,196,89,222.25,20.2,3,196,11877.6
15584,104.56,5.23,4,139,74,104.56,5.23,4,139,2907.88
15585,106.14,15.16,1,0,86,106.14,15.16,1,0,0.0
15587,356.04,118.68,2,53,108,356.04,118.68,2,53,12580.08
15589,98.15,14.02,2,55,61,98.15,14.02,2,55,1542.2
15592,49.12,16.37,1,0,38,49.12,16.37,1,0,0.0
15593,91.2,45.6,1,0,24,91.2,45.6,1,0,0.0
15594,462.07,17.11,5,204,187,462.07,17.11,5,204,17452.2
15596,260.8,13.73,8,265,118,260.8,13.73,8,265,29107.6
15597,10.95,5.48,2,6,9,10.95,5.48,2,6,65.76
15598,45.06,15.02,1,0,54,45.06,15.02,1,0,0.0
15599,244.84,16.32,2,178,219,244.84,16.32,2,178,5809.92
15601,1251.0,14.38,15,361,1041,1251.0,14.38,15,361,77867.7
15602,138.27,12.57,8,360,45,138.27,12.57,8,360,36201.6
15604,29.44,9.81,1,0,32,29.44,9.81,1,0,0.0
15605,246.35,17.6,4,337,109,246.35,17.6,4,337,23724.8
15606,537.63,28.3,9,263,141,537.63,28.3,9,263,66986.1
15607,19.28,9.64,1,0,14,19.28,9.64,1,0,0.0
15608,217.55,18.13,2,60,125,217.55,18.13,2,60,2175.6
15609,66.05,13.21,2,2,39,66.05,13.21,2,2,52.84
15610,45.8,22.9,1,0,30,45.8,22.9,1,0,0.0
15611,340.53,24.32,9,325,59,340.53,24.32,9,325,71136.0
15612,17.85,17.85,1,0,3,17.85,17.85,1,0,0.0
15615,1629.56,21.44,20,349,910,1629.56,21.44,20,349,149651.2
15618,126.8,18.11,4,104,64,126.8,18.11,4,104,7533.76
15619,145.0,145.0,1,0,100,145.0,145.0,1,0,0.0
15620,415.12,15.97,3,302,214,415.12,15.97,3,302,14468.82
15621,257.3,85.77,2,7,106,257.3,85.77,2,7,1200.78
15622,771.31,16.41,10,279,382,771.31,16.41,10,279,45783.9
15624,112.83,18.8,3,121,105,112.83,18.8,3,121,6824.4
15625,277.51,23.13,3,132,205,277.51,23.13,3,132,9159.48
15626,62.86,12.57,2,255,70,62.86,12.57,2,255,6410.7
15628,615.87,16.65,8,342,434,615.87,16.65,8,342,45554.4
15630,258.05,23.46,3,159,79,258.05,23.46,3,159,11190.42
15632,710.35,18.69,10,259,371,710.35,18.69,10,259,48407.1
15634,68.15,13.63,1,0,35,68.15,13.63,1,0,0.0
15636,152.9,38.22,2,193,46,152.9,38.22,2,193,14752.92
15637,57.31,11.46,1,0,37,57.31,11.46,1,0,0.0
15639,27.45,13.72,1,0,26,27.45,13.72,1,0,0.0
15640,2583.18,28.39,16,368,1192,2583.18,28.39,16,368,167160.32
15641,428.62,17.14,4,254,356,428.62,17.14,4,254,17414.24
15643,163.15,20.39,2,91,49,163.15,20.39,2,91,3710.98
15644,166.89,4.17,4,95,92,166.89,4.17,4,95,1584.6
15645,154.77,17.2,1,0,65,154.77,17.2,1,0,0.0
15646,127.27,12.73,3,215,113,127.27,12.73,3,215,8210.85
15648,69.9,34.95,2,63,18,69.9,34.95,2,63,4403.7
15649,816.0,408.0,2,31,192,816.0,408.0,2,31,25296.0
15651,155.56,22.22,3,224,154,155.56,22.22,3,224,14931.84
15652,56.0,14.0,1,0,38,56.0,14.0,1,0,0.0
15654,154.77,38.69,2,17,107,154.77,38.69,2,17,1315.46
15655,117.96,19.66,1,0,52,117.96,19.66,1,0,0.0
15656,216.6,18.05,4,239,96,216.6,18.05,4,239,17255.8
15658,154.8,11.91,5,182,51,154.8,11.91,5,182,10838.1
15659,48.0,24.0,1,0,16,48.0,24.0,1,0,0.0
15660,229.09,10.91,11,340,223,229.09,10.91,11,340,40803.4
15661,180.6,90.3,1,0,132,180.6,90.3,1,0,0.0
15664,35.75,17.88,1,0,7,35.75,17.88,1,0,0.0
15665,283.32,17.71,2,75,162,283.32,17.71,2,75,2656.5
15667,102.6,34.2,1,0,36,102.6,34.2,1,0,0.0
15669,97.58,16.26,3,94,28,97.58,16.26,3,94,4585.32
15670,27.9,13.95,1,0,18,27.9,13.95,1,0,0.0
15671,267.58,26.76,6,245,161,267.58,26.76,6,245,39337.2
15673,481.41,19.26,4,239,249,481.41,19.26,4,239,18412.56
15674,272.54,10.09,6,181,184,272.54,10.09,6,181,10957.74
15675,85.43,17.09,1,0,117,85.43,17.09,1,0,0.0
15676,650.45,15.86,5,274,485,650.45,15.86,5,274,21728.2
15677,187.29,23.41,1,0,127,187.29,23.41,1,0,0.0
15678,20.4,20.4,1,0,24,20.4,20.4,1,0,0.0
15679,143.59,8.45,3,152,227,143.59,8.45,3,152,3853.2
15680,318.36,17.69,3,357,175,318.36,17.69,3,357,18945.99
15681,136.0,11.33,5,262,64,136.0,11.33,5,262,14842.3
15683,70.6,17.65,1,0,46,70.6,17.65,1,0,0.0
15687,568.5,18.34,9,322,220,568.5,18.34,9,322,53149.32
15689,81.0,81.0,1,0,12,81.0,81.0,1,0,0.0
15690,49.8,12.45,2,96,132,49.8,12.45,2,96,2390.4
15691,45.0,45.0,1,0,36,45.0,45.0,1,0,0.0
15692,80.1,20.02,1,0,30,80.1,20.02,1,0,0.0
15694,1435.32,84.43,10,372,424,1435.32,84.43,10,372,314079.6
15695,98.85,16.47,2,0,37,98.85,16.47,2,0,0.0
15696,563.42,16.57,8,293,194,563.42,16.57,8,293,38840.08
15699,117.1,16.73,1,0,64,117.1,16.73,1,0,0.0
15700,134.43,6.72,2,1,80,134.43,6.72,2,1,13.44
15701,384.79,7.4,4,108,237,384.79,7.4,4,108,3196.8
15703,35.4,35.4,1,0,12,35.4,35.4,1,0,0.0
15704,319.02,18.77,3,75,134,319.02,18.77,3,75,4223.25
15705,75.9,37.95,1,0,50,75.9,37.95,1,0,0.0
15706,145.8,12.15,4,44,69,145.8,12.15,4,44,2138.4
15707,275.6,4.37,4,51,220,275.6,4.37,4,51,891.48
15708,779.46,14.17,8,329,240,779.46,14.17,8,329,37295.44
15709,53.15,17.72,1,0,27,53.15,17.72,1,0,0.0
15712,173.7,14.48,4,278,79,173.7,14.48,4,278,16101.76
15713,32.11,10.7,2,223,37,32.11,10.7,2,223,4772.2
15714,66.75,8.34,2,66,43,66.75,8.34,2,66,1100.88
15716,241.08,9.64,4,224,179,241.08,9.64,4,224,8637.44
15719,948.45,4.86,13,305,478,948.45,4.86,13,305,19269.9
15720,163.38,5.45,1,0,64,163.38,5.45,1,0,0.0
15721,54.68,3.91,1,0,31,54.68,3.91,1,0,0.0
15722,697.59,46.51,4,255,375,697.59,46.51,4,255,47440.2
15723,20.85,3.48,1,0,9,20.85,3.48,1,0,0.0
15724,86.1,17.22,2,83,29,86.1,17.22,2,83,2858.52
15725,26.9,8.97,1,0,14,26.9,8.97,1,0,0.0
15727,959.24,15.73,7,343,753,959.24,15.73,7,343,37767.73
15728,-28.05,-14.02,1,0,-7,-28.05,-14.02,1,0,-0.0
15729,-23.0,-23.0,1,0,-4,-23.0,-23.0,1,0,-0.0
15730,207.24,17.27,4,141,99,207.24,17.27,4,141,9740.28
15732,34.72,17.36,1,0,58,34.72,17.36,1,0,0.0
15733,60.5,15.12,1,0,22,60.5,15.12,1,0,0.0
15734,209.8,41.96,2,86,28,209.8,41.96,2,86,7217.12
15737,163.17,8.59,9,220,125,163.17,8.59,9,220,17008.2
15738,715.12,24.66,12,308,468,715.12,24.66,12,308,91143.36
15739,129.4,64.7,1,0,196,129.4,64.7,1,0,0.0
15743,136.9,7.61,4,168,31,136.9,7.61,4,168,5113.92
15745,258.05,23.46,4,217,101,258.05,23.46,4,217,20363.28
15746,10.92,3.64,1,0,12,10.92,3.64,1,0,0.0
15747,312.89,17.38,3,160,187,312.89,17.38,3,160,8342.4
